"date","Q1","Q2"
1976.6174863388,169,0.21
1976.62021857923,157,0.18
1976.62295081967,143,0.16
1976.62568306011,137,0.09
1976.62841530055,147,0.11
1976.63114754098,152,0.15
1976.63387978142,151,0.16
1976.63661202186,148,0.14
1976.6393442623,149,0.18
1976.64207650273,148,0.92
1976.64480874317,147,0.58
1976.64754098361,136,0.45
1976.65027322404,127,0.23
1976.65300546448,127,0.09
1976.65573770492,130,0.08
1976.65846994536,136,0.12
1976.66120218579,131,0.14
1976.66393442623,139,0.12
1976.66666666667,131,0.17
1976.6693989071,124,0.23
1976.67213114754,115,0.21
1976.67486338798,102,0.3
1976.67759562842,88,0.31
1976.68032786885,78,0.2
1976.68306010929,81,0.19
1976.68579234973,84,0.61
1976.68852459016,83,0.23
1976.6912568306,88,0.22
1976.69398907104,91,0.22
1976.69672131148,95,0.25
1976.69945355191,95,0.25
1976.70218579235,88,0.29
1976.70491803279,96,0.31
1976.70765027322,98,0.38
1976.71038251366,83,0.31
1976.7131147541,84,0.23
1976.71584699454,78,0.23
1976.71857923497,76,0.16
1976.72131147541,67,0.21
1976.72404371585,63,0.25
1976.72677595628,65,0.38
1976.72950819672,71,0.36
1976.73224043716,86,1.4
1976.7349726776,113,3.9
1976.73770491803,138,8.3
1976.74043715847,122,8.7
1976.74316939891,115,8.1
1976.74590163934,111,7.4
1976.74863387978,109,5.1
1976.75136612022,111,4.3
1976.75409836066,115,4.4
1976.75683060109,124,6
1976.75956284153,121,5.7
1976.76229508197,118,5.9
1976.7650273224,118,6.2
1976.76775956284,127,6.1
1976.77049180328,124,6.2
1976.77322404372,124,6.6
1976.77595628415,121,7
1976.77868852459,115,6.4
1976.78142076503,119,6.4
1976.78415300546,118,6.4
1976.7868852459,114,6.4
1976.78961748634,109,5.8
1976.79234972678,106,5.5
1976.79508196721,105,5.5
1976.79781420765,95,5.6
1976.80054644809,93,5.9
1976.80327868852,94,6.3
1976.80601092896,97,6.5
1976.8087431694,91,4.4
1976.81147540984,81,4.8
1976.81420765027,74,5.8
1976.81693989071,76,5.8
1976.81967213115,73,6.2
1976.82240437158,72,6.4
1976.82513661202,68,6.5
1976.82786885246,67,6.2
1976.8306010929,67,6.7
1976.83333333333,65,7.2
1976.83606557377,65,7.9
1976.83879781421,66,7.8
1976.84153005464,61,8.5
1976.84426229508,60,8.4
1976.84699453552,58,8.3
1976.84972677596,61,7.9
1976.85245901639,57,8.5
1976.85519125683,56,9.1
1976.85792349727,54,8.9
1976.8606557377,55,9
1976.86338797814,52,9
1976.86612021858,55,8.5
1976.86885245902,54,8.9
1976.87158469945,52,9.5
1976.87431693989,61,9.5
1976.87704918033,59,9
1976.87978142077,61,9.4
1976.8825136612,75,9.9
1976.88524590164,72,9.5
1976.88797814208,69,9.1
1976.89071038251,68,8.9
1976.89344262295,66,8.6
1976.89617486339,63,8.6
1976.89890710383,62,8.9
1976.90163934426,62,9
1976.9043715847,58,8.6
1976.90710382514,53,5.6
1976.90983606557,48,5.4
1976.91256830601,43,8.4
1976.91530054645,42,9.6
1976.91803278689,42,8.7
1976.92076502732,44,8.8
1976.92349726776,43,8.9
1976.9262295082,44,9
1976.92896174863,46,8.3
1976.93169398907,45,7.8
1976.93442622951,45,7.6
1976.93715846995,46,7.8
1976.93989071038,47,7.8
1976.94262295082,47,7.2
1976.94535519126,46,6.8
1976.94808743169,45,6.7
1976.95081967213,43,6.7
1976.95355191257,43,6.7
1976.95628415301,43,6.5
1976.95901639344,42,6.4
1976.96174863388,41,6.4
1976.96448087432,40,6
1976.96721311475,40,5.8
1976.96994535519,41,5.3
1976.97267759563,40,5.7
1976.97540983607,40,5.7
1976.9781420765,39,5.8
1976.98087431694,38,5.5
1976.98360655738,38,5.4
1976.98633879781,39,5.4
1976.98907103825,39,5.5
1976.99180327869,38,5.4
1976.99453551913,37,5.5
1976.99726775956,38,5.6
1977,39,5.9
1977.00273972603,39,6.2
1977.00547945205,39,6.2
1977.00821917808,39,6
1977.01095890411,39,5.6
1977.01369863014,39,5.6
1977.01643835616,40,5.5
1977.01917808219,40,5.1
1977.02191780822,40,4.8
1977.02465753425,40,4.7
1977.02739726027,40,4.4
1977.0301369863,40,4.4
1977.03287671233,40,4.5
1977.03561643836,39,5
1977.03835616438,38,5.6
1977.04109589041,36,6
1977.04383561644,35,5.9
1977.04657534247,36,6.4
1977.04931506849,37,6.5
1977.05205479452,37,5.8
1977.05479452055,37,5.7
1977.05753424658,38,5.8
1977.0602739726,39,5.5
1977.06301369863,40,5.4
1977.06575342466,39,5
1977.06849315068,38,4.8
1977.07123287671,39,4.7
1977.07397260274,39,4.9
1977.07671232877,39,5.2
1977.07945205479,38,5.5
1977.08219178082,37,5.9
1977.08493150685,38,6.8
1977.08767123288,39,7.1
1977.0904109589,38,6.6
1977.09315068493,37,6.6
1977.09589041096,37,6.8
1977.09863013699,38,7.2
1977.10136986301,38,7.6
1977.10410958904,38,7.7
1977.10684931507,37,7.7
1977.1095890411,36,8.4
1977.11232876712,37,8.6
1977.11506849315,38,8.4
1977.11780821918,38,8.5
1977.12054794521,38,8.6
1977.12328767123,39,8.9
1977.12602739726,39,8.7
1977.12876712329,40,8.8
1977.13150684931,41,9.2
1977.13424657534,42,9.2
1977.13698630137,42,9.1
1977.1397260274,43,9.3
1977.14246575342,45,10
1977.14520547945,43,9
1977.14794520548,41,9.6
1977.15068493151,42,8.9
1977.15342465753,41,9.2
1977.15616438356,41,10
1977.15890410959,41,9.8
1977.16164383562,43,9.9
1977.16438356164,44,9.4
1977.16712328767,43,8.7
1977.1698630137,45,8.8
1977.17260273973,45,8.2
1977.17534246575,51,9
1977.17808219178,67,9.3
1977.18082191781,69,9.6
1977.18356164384,69,9.9
1977.18630136986,46,10
1977.18904109589,43,9
1977.19178082192,49,8.3
1977.19452054795,46,9.2
1977.19726027397,43,9.2
1977.2,46,8.3
1977.20273972603,48,9.1
1977.20547945205,46,9.7
1977.20821917808,46,9.5
1977.21095890411,44,8.6
1977.21369863014,46,9.5
1977.21643835616,43,8.7
1977.21917808219,46,9.3
1977.22191780822,45,10
1977.22465753425,49,10
1977.22739726027,52,11
1977.2301369863,55,11
1977.23287671233,53,9.8
1977.23561643836,57,10
1977.23835616438,50,7.7
1977.24109589041,48,7.4
1977.24383561644,44,8
1977.24657534247,44,8.6
1977.24931506849,42,10
1977.25205479452,42,9.6
1977.25479452055,38,9.5
1977.25753424658,47,9.9
1977.2602739726,59,8.7
1977.26301369863,91,7.8
1977.26575342466,127,8.7
1977.26849315068,188,11
1977.27123287671,241,17
1977.27397260274,246,24
1977.27671232877,181,19
1977.27945205479,162,14
1977.28219178082,140,15
1977.28493150685,141,17
1977.28767123288,133,13
1977.2904109589,187,12
1977.29315068493,242,15
1977.29589041096,240,15
1977.29863013699,168,12
1977.30136986301,134,9.7
1977.30410958904,144,9.9
1977.30684931507,186,10
1977.3095890411,258,9.6
1977.31232876712,318,8.7
1977.31506849315,314,7.5
1977.31780821918,281,6.6
1977.32054794521,287,5
1977.32328767123,254,6.4
1977.32602739726,294,7.2
1977.32876712329,364,7.7
1977.33150684932,292,5
1977.33424657534,311,3.7
1977.33698630137,230,3.8
1977.3397260274,173,1.4
1977.34246575342,167,1.5
1977.34520547945,201,0.97
1977.34794520548,266,0.77
1977.35068493151,287,0.81
1977.35342465753,281,0.76
1977.35616438356,244,0.6
1977.35890410959,233,0.18
1977.36164383562,220,0.18
1977.36438356164,247,0.19
1977.36712328767,227,0.22
1977.3698630137,205,0.38
1977.37260273973,190,0.8
1977.37534246575,181,0.62
1977.37808219178,166,1.7
1977.38082191781,166,2.3
1977.38356164384,171,1.8
1977.38630136986,168,1.5
1977.38904109589,154,1.5
1977.39178082192,184,1.2
1977.39452054795,199,1
1977.39726027397,204,0.62
1977.4,198,0.54
1977.40273972603,188,0.59
1977.40547945205,194,0.77
1977.40821917808,226,0.65
1977.41095890411,344,0.71
1977.41369863014,448,0.63
1977.41643835616,513,0.57
1977.41917808219,467,0.69
1977.42191780822,462,0.79
1977.42465753425,444,0.83
1977.42739726027,471,0.95
1977.4301369863,485,0.8
1977.43287671233,524,0.84
1977.43561643836,494,0.97
1977.43835616438,424,0.88
1977.44109589041,385,0.67
1977.44383561644,329,0.45
1977.44657534247,302,0.17
1977.44931506849,281,0.19
1977.45205479452,257,0.18
1977.45479452055,250,0.16
1977.45753424658,228,0.11
1977.4602739726,199,0.07
1977.46301369863,189,0.16
1977.46575342466,182,0.23
1977.46849315068,154,0.26
1977.47123287671,135,0.23
1977.47397260274,131,0.3
1977.47671232877,131,0.44
1977.47945205479,137,0.47
1977.48219178082,139,0.39
1977.48493150685,132,0.37
1977.48767123288,129,0.2
1977.4904109589,122,0.26
1977.49315068493,114,0.06
1977.49589041096,106,0.04
1977.49863013699,91,8.5
1977.50136986301,86,7.6
1977.50410958904,88,0.06
1977.50684931507,92,36
1977.5095890411,90,5.1
1977.51232876712,90,0.46
1977.51506849315,90,0.2
1977.51780821918,90,0.19
1977.52054794521,89,0.25
1977.52328767123,85,0.2
1977.52602739726,82,0.21
1977.52876712329,80,0.82
1977.53150684932,81,0.3
1977.53424657534,76,0.06
1977.53698630137,72,0.11
1977.5397260274,73,0.1
1977.54246575342,73,0.05
1977.54520547945,70,22
1977.54794520548,68,3.3
1977.55068493151,70,0.79
1977.55342465753,81,0.87
1977.55616438356,95,0.62
1977.55890410959,97,50
1977.56164383562,107,0.21
1977.56438356164,134,0.57
1977.56712328767,126,1.6
1977.5698630137,134,4.3
1977.57260273973,125,4.2
1977.57534246575,122,0.22
1977.57808219178,135,0.24
1977.58082191781,137,0.24
1977.58356164384,131,0.2
1977.58630136986,118,0.07
1977.58904109589,115,0.07
1977.59178082192,120,0.15
1977.59452054795,110,0.18
1977.59726027397,100,0.17
1977.6,95,0.08
1977.60273972603,89,0.11
1977.60547945205,88,0.07
1977.60821917808,85,0.12
1977.61095890411,71,0.1
1977.61369863014,60,0.1
1977.61643835616,50,0.13
1977.61917808219,42,0.17
1977.62191780822,49,0.21
1977.62465753425,50,0.3
1977.62739726027,79,0.35
1977.6301369863,94,0.56
1977.63287671233,93,0.49
1977.63561643836,89,3.3
1977.63835616438,86,0.23
1977.64109589041,85,0.21
1977.64383561644,84,0.26
1977.64657534247,91,0.85
1977.64931506849,89,0.84
1977.65205479452,88,3.8
1977.65479452055,89,3
1977.65753424658,85,1.4
1977.6602739726,80,0.93
1977.66301369863,78,0.76
1977.66575342466,77,0.46
1977.66849315068,66,0.23
1977.67123287671,63,0.27
1977.67397260274,56,0.31
1977.67671232877,54,0.34
1977.67945205479,56,0.32
1977.68219178082,48,0.27
1977.68493150685,39,0.29
1977.68767123288,39,0.16
1977.6904109589,39,0.09
1977.69315068493,42,95
1977.69589041096,52,65
1977.69863013699,59,50
1977.70136986301,61,38
1977.70410958904,61,33
1977.70684931507,60,13
1977.7095890411,59,3.1
1977.71232876712,59,3
1977.71506849315,59,3.2
1977.71780821918,56,3.3
1977.72054794521,54,2.7
1977.72328767123,52,1.8
1977.72602739726,51,2.6
1977.72876712329,47,2.5
1977.73150684932,47,2.8
1977.73424657534,47,2.6
1977.73698630137,46,2.7
1977.7397260274,42,2.9
1977.74246575342,41,2.9
1977.74520547945,41,2.4
1977.74794520548,41,2.7
1977.75068493151,39,3.5
1977.75342465753,39,2.9
1977.75616438356,41,2.6
1977.75890410959,41,3.3
1977.76164383562,49,8
1977.76438356164,109,21
1977.76712328767,101,7.1
1977.7698630137,89,5.8
1977.77260273973,79,5.6
1977.77534246575,75,5.4
1977.77808219178,72,4.9
1977.78082191781,60,4.3
1977.78356164384,57,3.9
1977.78630136986,57,3.1
1977.78904109589,57,2.9
1977.79178082192,57,3.1
1977.79452054795,54,3.5
1977.79726027397,54,3.4
1977.8,54,3.2
1977.80273972603,54,3.3
1977.80547945205,52,3.1
1977.80821917808,52,3.4
1977.81095890411,50,2.4
1977.81369863014,47,2.8
1977.81643835616,45,2.9
1977.81917808219,45,3
1977.82191780822,45,2.8
1977.82465753425,43,3
1977.82739726027,43,3.6
1977.8301369863,45,4.5
1977.83287671233,41,5.7
1977.83561643836,39,5.2
1977.83835616438,45,5.3
1977.84109589041,43,4.9
1977.84383561644,41,4.6
1977.84657534247,45,5.5
1977.84931506849,52,12
1977.85205479452,54,9.1
1977.85479452055,53,7.5
1977.85753424658,52,7.3
1977.8602739726,51,7.8
1977.86301369863,50,9
1977.86575342466,50,8.1
1977.86849315069,47,7.8
1977.87123287671,47,7.8
1977.87397260274,45,7.6
1977.87671232877,43,7.4
1977.87945205479,47,7.5
1977.88219178082,47,8.1
1977.88493150685,41,8.4
1977.88767123288,47,7.3
1977.8904109589,50,8.9
1977.89315068493,54,7.8
1977.89589041096,54,7.5
1977.89863013699,52,7.7
1977.90136986301,52,7.6
1977.90410958904,50,7.5
1977.90684931507,47,7.6
1977.9095890411,47,7.1
1977.91232876712,47,7.2
1977.91506849315,47,6
1977.91780821918,43,8.4
1977.92054794521,47,8.3
1977.92328767123,50,8
1977.92602739726,41,7.7
1977.92876712329,50,6.4
1977.93150684932,48,7.4
1977.93424657534,45,7.9
1977.93698630137,45,8.5
1977.9397260274,42,7.9
1977.94246575342,45,7.6
1977.94520547945,44,7.9
1977.94794520548,43,6.8
1977.95068493151,43,7.4
1977.95342465753,43,7.9
1977.95616438356,43,8.1
1977.95890410959,43,5.8
1977.96164383562,44,9.5
1977.96438356164,44,7.7
1977.96712328767,42,7.9
1977.9698630137,40,6.5
1977.97260273973,39,5.8
1977.97534246575,38,9.3
1977.97808219178,38,9.6
1977.98082191781,37,9.2
1977.98356164384,39,8
1977.98630136986,44,7.4
1977.98904109589,46,7.6
1977.99178082192,49,7.7
1977.99452054795,52,7.8
1977.99726027397,55,7.6
1978,54,7.4
1978.00273972603,53,7.6
1978.00547945205,52,7.8
1978.00821917808,52,7.8
1978.01095890411,54,7.6
1978.01369863014,56,7.4
1978.01643835616,59,7.2
1978.01917808219,61,7.2
1978.02191780822,63,7.5
1978.02465753425,65,7.6
1978.02739726027,60,7.6
1978.0301369863,58,7.7
1978.03287671233,57,6.5
1978.03561643836,55,7.1
1978.03835616438,53,9.6
1978.04109589041,53,8
1978.04383561644,54,8
1978.04657534247,56,7.9
1978.04931506849,60,8
1978.05205479452,59,8.1
1978.05479452055,56,8
1978.05753424658,56,7.4
1978.0602739726,55,8.5
1978.06301369863,56,8.4
1978.06575342466,56,8.3
1978.06849315068,55,6
1978.07123287671,54,5.7
1978.07397260274,55,7.4
1978.07671232877,55,7.6
1978.07945205479,56,7.8
1978.08219178082,56,8
1978.08493150685,56,8
1978.08767123288,57,7.8
1978.0904109589,60,8.3
1978.09315068493,59,8.9
1978.09589041096,57,8.8
1978.09863013699,55,9.3
1978.10136986301,54,9.1
1978.10410958904,54,9.7
1978.10684931507,60,8.3
1978.1095890411,54,9.8
1978.11232876712,54,12
1978.11506849315,52,9.9
1978.11780821918,51,8.4
1978.12054794521,50,9.7
1978.12328767123,44,8.2
1978.12602739726,49,9.6
1978.12876712329,49,8.5
1978.13150684931,48,10
1978.13424657534,46,13
1978.13698630137,44,10
1978.1397260274,42,9
1978.14246575342,44,8.9
1978.14520547945,47,9.2
1978.14794520548,50,9.3
1978.15068493151,51,9.9
1978.15342465753,53,10
1978.15616438356,52,10
1978.15890410959,52,10
1978.16164383562,52,10
1978.16438356164,49,12
1978.16712328767,50,14
1978.1698630137,49,13
1978.17260273973,47,13
1978.17534246575,47,14
1978.17808219178,45,11
1978.18082191781,45,10
1978.18356164384,46,11
1978.18630136986,45,11
1978.18904109589,46,11
1978.19178082192,48,12
1978.19452054795,48,12
1978.19726027397,48,10
1978.2,48,9.3
1978.20273972603,47,8.6
1978.20547945205,46,9.2
1978.20821917808,45,9.1
1978.21095890411,46,9.6
1978.21369863014,47,10
1978.21643835616,48,10
1978.21917808219,49,13
1978.22191780822,53,15
1978.22465753425,56,13
1978.22739726027,57,13
1978.2301369863,58,12
1978.23287671233,63,12
1978.23561643836,67,13
1978.23835616438,79,15
1978.24109589041,92,17
1978.24383561644,112,23
1978.24657534247,138,47
1978.24931506849,141,57
1978.25205479452,142,43
1978.25479452055,136,31
1978.25753424658,149,27
1978.2602739726,136,26
1978.26301369863,144,30
1978.26575342466,173,44
1978.26849315068,190,54
1978.27123287671,167,43
1978.27397260274,167,37
1978.27671232877,185,54
1978.27945205479,197,84
1978.28219178082,194,105
1978.28493150685,209,129
1978.28767123288,214,145
1978.2904109589,224,111
1978.29315068493,197,88
1978.29589041096,195,94
1978.29863013699,200,112
1978.30136986301,230,149
1978.30410958904,243,107
1978.30684931507,230,91
1978.3095890411,261,119
1978.31232876712,337,164
1978.31506849315,416,197
1978.31780821918,506,244
1978.32054794521,486,200
1978.32328767123,445,203
1978.32602739726,439,208
1978.32876712329,413,183
1978.33150684932,382,171
1978.33424657534,385,163
1978.33698630137,447,190
1978.3397260274,381,164
1978.34246575342,349,142
1978.34520547945,320,119
1978.34794520548,281,116
1978.35068493151,245,115
1978.35342465753,265,127
1978.35616438356,329,197
1978.35890410959,430,309
1978.36164383562,568,391
1978.36438356164,837,497
1978.36712328767,1140,497
1978.3698630137,1420,603
1978.37260273973,1540,568
1978.37534246575,1210,358
1978.37808219178,1110,353
1978.38082191781,1210,383
1978.38356164384,1360,417
1978.38630136986,1320,477
1978.38904109589,1440,501
1978.39178082192,1540,411
1978.39452054795,1570,370
1978.39726027397,1490,288
1978.4,1520,300
1978.40273972603,1300,259
1978.40547945205,1180,251
1978.40821917808,1290,266
1978.41095890411,1420,268
1978.41369863014,1530,233
1978.41643835616,1690,220
1978.41917808219,1690,191
1978.42191780822,1720,180
1978.42465753425,1680,159
1978.42739726027,1550,133
1978.4301369863,1560,118
1978.43287671233,1620,104
1978.43561643836,1740,89
1978.43835616438,2050,84
1978.44109589041,2350,78
1978.44383561644,2360,66
1978.44657534247,2390,52
1978.44931506849,2510,45
1978.45205479452,2560,40
1978.45479452055,2820,35
1978.45753424658,2470,28
1978.4602739726,2170,24
1978.46301369863,2070,20
1978.46575342466,2130,16
1978.46849315068,1980,13
1978.47123287671,2030,9.1
1978.47397260274,2040,6.8
1978.47671232877,2040,4.7
1978.47945205479,2150,3
1978.48219178082,1970,2.4
1978.48493150685,1710,2.3
1978.48767123288,1650,2.1
1978.4904109589,1670,2
1978.49315068493,1700,1.8
1978.49589041096,1590,1.7
1978.49863013699,1480,1.7
1978.50136986301,1380,1.6
1978.50410958904,1270,1.5
1978.50684931507,1140,1.5
1978.5095890411,1040,1.5
1978.51232876712,978,1.4
1978.51506849315,948,1.4
1978.51780821918,970,1.3
1978.52054794521,975,1.2
1978.52328767123,947,1.3
1978.52602739726,943,1.4
1978.52876712329,921,1.4
1978.53150684932,848,1.3
1978.53424657534,807,1.2
1978.53698630137,799,1.1
1978.5397260274,874,1
1978.54246575342,815,0.98
1978.54520547945,743,0.98
1978.54794520548,705,0.96
1978.55068493151,667,0.84
1978.55342465753,614,0.77
1978.55616438356,551,0.71
1978.55890410959,512,0.65
1978.56164383562,489,0.64
1978.56438356164,464,0.59
1978.56712328767,437,0.48
1978.5698630137,421,0.46
1978.57260273973,435,0.42
1978.57534246575,444,0.42
1978.57808219178,425,0.41
1978.58082191781,407,0.37
1978.58356164384,386,0.36
1978.58630136986,362,0.37
1978.58904109589,341,0.39
1978.59178082192,322,0.38
1978.59452054795,305,0.33
1978.59726027397,297,0.33
1978.6,291,0.32
1978.60273972603,289,0.32
1978.60547945205,279,0.31
1978.60821917808,271,0.31
1978.61095890411,265,0.3
1978.61369863014,280,0.29
1978.61643835616,275,0.28
1978.61917808219,264,0.29
1978.62191780822,242,0.29
1978.62465753425,225,0.3
1978.62739726027,213,0.31
1978.6301369863,208,0.31
1978.63287671233,203,0.3
1978.63561643836,202,0.31
1978.63835616438,198,0.34
1978.64109589041,202,0.33
1978.64383561644,189,0.31
1978.64657534247,183,0.3
1978.64931506849,182,0.28
1978.65205479452,177,0.26
1978.65479452055,173,0.25
1978.65753424658,168,0.24
1978.6602739726,160,0.25
1978.66301369863,150,0.25
1978.66575342466,150,0.26
1978.66849315068,147,0.27
1978.67123287671,144,0.27
1978.67397260274,132,0.26
1978.67671232877,124,0.27
1978.67945205479,121,0.29
1978.68219178082,121,0.27
1978.68493150685,127,0.27
1978.68767123288,122,0.28
1978.6904109589,118,0.3
1978.69315068493,122,0.3
1978.69589041096,118,0.28
1978.69863013699,116,0.27
1978.70136986301,107,0.27
1978.70410958904,106,0.26
1978.70684931507,106,0.28
1978.7095890411,108,0.34
1978.71232876712,107,0.34
1978.71506849315,105,0.29
1978.71780821918,106,0.28
1978.72054794521,94,0.28
1978.72328767123,88,0.27
1978.72602739726,91,0.27
1978.72876712329,93,0.27
1978.73150684932,94,0.26
1978.73424657534,94,0.26
1978.73698630137,94,0.26
1978.7397260274,96,0.27
1978.74246575342,103,0.28
1978.74520547945,100,0.29
1978.74794520548,96,0.31
1978.75068493151,94,0.29
1978.75342465753,94,0.25
1978.75616438356,95,0.25
1978.75890410959,88,0.27
1978.76164383562,85,0.29
1978.76438356164,82,0.32
1978.76712328767,77,0.45
1978.7698630137,75,0.66
1978.77260273973,73,0.62
1978.77534246575,72,0.51
1978.77808219178,72,0.53
1978.78082191781,72,0.58
1978.78356164384,72,0.68
1978.78630136986,72,0.8
1978.78904109589,72,1
1978.79178082192,70,1.3
1978.79452054795,69,1.7
1978.79726027397,69,1.7
1978.8,69,1.4
1978.80273972603,70,1.3
1978.80547945205,88,1.9
1978.80821917808,87,4.3
1978.81095890411,87,3.7
1978.81369863014,93,2.3
1978.81643835616,88,1.8
1978.81917808219,87,2.4
1978.82191780822,87,2.1
1978.82465753425,87,2
1978.82739726027,87,2.4
1978.8301369863,86,4.5
1978.83287671233,86,7.6
1978.83561643836,85,7.2
1978.83835616438,88,8
1978.84109589041,89,11
1978.84383561644,89,11
1978.84657534247,89,11
1978.84931506849,90,10
1978.85205479452,96,9.8
1978.85479452055,96,9.8
1978.85753424658,93,9.4
1978.8602739726,94,9
1978.86301369863,104,29
1978.86575342466,98,18
1978.86849315069,97,13
1978.87123287671,94,12
1978.87397260274,86,10
1978.87671232877,86,9.4
1978.87945205479,87,8.4
1978.88219178082,87,8.9
1978.88493150685,89,9.4
1978.88767123288,89,9.6
1978.8904109589,93,9.8
1978.89315068493,97,9.4
1978.89589041096,94,9.5
1978.89863013699,105,11
1978.90136986301,109,10
1978.90410958904,91,9.4
1978.90684931507,90,7.2
1978.9095890411,107,9.4
1978.91232876712,100,10
1978.91506849315,104,9.9
1978.91780821918,96,13
1978.92054794521,84,10
1978.92328767123,95,13
1978.92602739726,103,11
1978.92876712329,97,10
1978.93150684932,97,9.8
1978.93424657534,97,9.1
1978.93698630137,97,8.1
1978.9397260274,95,7.8
1978.94246575342,91,8.1
1978.94520547945,89,8.3
1978.94794520548,90,7.8
1978.95068493151,90,7.5
1978.95342465753,88,8.5
1978.95616438356,89,9
1978.95890410959,92,9.9
1978.96164383562,100,10
1978.96438356164,109,10
1978.96712328767,110,10
1978.9698630137,105,11
1978.97260273973,103,11
1978.97534246575,100,10
1978.97808219178,96,10
1978.98082191781,90,9.7
1978.98356164384,79,9.8
1978.98630136986,79,10
1978.98904109589,92,11
1978.99178082192,95,11
1978.99452054795,94,10
1978.99726027397,90,9.6
1979,70,9.2
1979.00273972603,66,8.8
1979.00547945205,70,8.4
1979.00821917808,80,10
1979.01095890411,79,11
1979.01369863014,77,10
1979.01643835616,71,9.8
1979.01917808219,54,9.9
1979.02191780822,57,10
1979.02465753425,66,11
1979.02739726027,67,11
1979.0301369863,67,10
1979.03287671233,65,9.9
1979.03561643836,51,11
1979.03835616438,65,11
1979.04109589041,70,11
1979.04383561644,69,11
1979.04657534247,66,10
1979.04931506849,67,11
1979.05205479452,62,11
1979.05479452055,55,11
1979.05753424658,64,10
1979.0602739726,48,10
1979.06301369863,50,11
1979.06575342466,65,11
1979.06849315068,64,11
1979.07123287671,59,11
1979.07397260274,51,10
1979.07671232877,60,10
1979.07945205479,57,9.8
1979.08219178082,53,9.8
1979.08493150685,61,10
1979.08767123288,60,9.8
1979.0904109589,61,9.7
1979.09315068493,58,9.8
1979.09589041096,56,9.3
1979.09863013699,61,9.3
1979.10136986301,61,9.4
1979.10410958904,61,9.8
1979.10684931507,58,9.9
1979.1095890411,61,9.9
1979.11232876712,64,10
1979.11506849315,62,11
1979.11780821918,66,12
1979.12054794521,66,12
1979.12328767123,64,11
1979.12602739726,65,11
1979.12876712329,65,11
1979.13150684931,60,12
1979.13424657534,62,12
1979.13698630137,65,12
1979.1397260274,69,11
1979.14246575342,62,11
1979.14520547945,63,11
1979.14794520548,66,10
1979.15068493151,64,11
1979.15342465753,69,11
1979.15616438356,63,11
1979.15890410959,63,11
1979.16164383562,66,13
1979.16438356164,62,16
1979.16712328767,59,13
1979.1698630137,54,10
1979.17260273973,58,11
1979.17534246575,69,14
1979.17808219178,61,16
1979.18082191781,58,24
1979.18356164384,57,19
1979.18630136986,55,14
1979.18904109589,58,14
1979.19178082192,58,16
1979.19452054795,58,17
1979.19726027397,57,18
1979.2,59,19
1979.20273972603,56,19
1979.20547945205,60,18
1979.20821917808,62,15
1979.21095890411,59,14
1979.21369863014,66,17
1979.21643835616,67,29
1979.21917808219,67,19
1979.22191780822,61,15
1979.22465753425,62,15
1979.22739726027,61,15
1979.2301369863,69,16
1979.23287671233,70,17
1979.23561643836,72,20
1979.23835616438,73,21
1979.24109589041,72,17
1979.24383561644,72,20
1979.24657534247,62,18
1979.24931506849,59,16
1979.25205479452,61,15
1979.25479452055,63,15
1979.25753424658,66,15
1979.2602739726,68,15
1979.26301369863,79,18
1979.26575342466,93,22
1979.26849315068,106,25
1979.27123287671,113,34
1979.27397260274,102,31
1979.27671232877,97,26
1979.27945205479,92,25
1979.28219178082,98,27
1979.28493150685,111,35
1979.28767123288,141,61
1979.2904109589,178,105
1979.29315068493,213,162
1979.29589041096,247,214
1979.29863013699,247,196
1979.30136986301,267,206
1979.30410958904,303,257
1979.30684931507,347,343
1979.3095890411,414,422
1979.31232876712,427,361
1979.31506849315,391,327
1979.31780821918,391,320
1979.32054794521,440,361
1979.32328767123,463,433
1979.32602739726,490,440
1979.32876712329,555,503
1979.33150684932,560,571
1979.33424657534,490,349
1979.33698630137,468,280
1979.3397260274,520,382
1979.34246575342,570,539
1979.34520547945,645,528
1979.34794520548,575,305
1979.35068493151,505,224
1979.35342465753,450,176
1979.35616438356,409,153
1979.35890410959,396,134
1979.36164383562,418,159
1979.36438356164,520,198
1979.36712328767,665,296
1979.3698630137,830,421
1979.37260273973,1030,476
1979.37534246575,1250,619
1979.37808219178,1530,810
1979.38082191781,1770,836
1979.38356164384,1760,800
1979.38630136986,1810,769
1979.38904109589,1950,825
1979.39178082192,2040,792
1979.39452054795,2040,812
1979.39726027397,2420,762
1979.4,2710,816
1979.40273972603,3020,755
1979.40547945205,3100,723
1979.40821917808,2900,685
1979.41095890411,2240,533
1979.41369863014,1800,444
1979.41643835616,1600,422
1979.41917808219,1600,410
1979.42191780822,1700,405
1979.42465753425,1920,373
1979.42739726027,2220,373
1979.4301369863,2530,363
1979.43287671233,2500,457
1979.43561643836,1950,396
1979.43835616438,1530,324
1979.44109589041,1330,274
1979.44383561644,1380,251
1979.44657534247,1690,232
1979.44931506849,2140,207
1979.45205479452,2170,183
1979.45479452055,2250,159
1979.45753424658,2150,136
1979.4602739726,1970,102
1979.46301369863,1850,92
1979.46575342466,1370,77
1979.46849315068,1280,63
1979.47123287671,1410,53
1979.47397260274,1600,47
1979.47671232877,1710,43
1979.47945205479,1740,38
1979.48219178082,1800,34
1979.48493150685,1740,28
1979.48767123288,1770,26
1979.4904109589,1770,25
